"","tissue","sample","technology","gene","totalUMI","totalCells","p","ci.low","ci.high","z","pval","qval","bias","xchr"
"2190","Hippocampus","Mouse 3","Slide-seq","9130401M01Rik",1811,1434,0.387573553430592,0.362354957094443,0.413409360327562,-8.50143935980338,9.36270946012815e-18,1.04659423032352e-16,"paternal",FALSE
"2191","Hippocampus","Mouse 3","Slide-seq","9330020H09Rik",237,207,0.369084654928343,0.305028623649915,0.438112413140188,-3.73205355992148,9.49625523599823e-05,0.000341655558137526,"paternal",FALSE
"2192","Hippocampus","Mouse 3","Slide-seq","9330102E08Rik",236,220,0.35471464874177,0.293464190018315,0.421129193110353,-4.27048569499314,9.75238659987177e-06,4.04850730526516e-05,"paternal",FALSE
"2193","Hippocampus","Mouse 3","Slide-seq","9330162G02Rik",398,323,0.133154479048673,0.0996956405211746,0.175651605005024,-11.4486968318929,1.19353529215421e-30,2.37802422879332e-29,"paternal",FALSE
"2194","Hippocampus","Mouse 3","Slide-seq","9330182L06Rik",279,237,0.354774637092882,0.295598826636564,0.41875435948026,-4.42675849980242,4.7829864114729e-06,2.07211888713943e-05,"paternal",FALSE
"2195","Hippocampus","Mouse 3","Slide-seq","9430015G10Rik",185,167,0.724491552337245,0.650336222915287,0.788045830969425,5.58334309732513,1.17969318809809e-08,6.90116280675616e-08,"maternal",FALSE
"2196","Hippocampus","Mouse 3","Slide-seq","9530068E07Rik",2103,1757,0.442400404864542,0.419111604714932,0.465945272732971,-4.87234527667921,5.51406079610055e-07,2.67783560354132e-06,"low_bias",FALSE
"2197","Hippocampus","Mouse 3","Slide-seq","A230009B12Rik",161,137,0.164603989555495,0.110865617483327,0.237434405889728,-7.10001428576764,6.23719970166878e-13,5.2291090914505e-12,"paternal",FALSE
"2198","Hippocampus","Mouse 3","Slide-seq","A2m",303,254,0.677265783444743,0.616348707704944,0.732705045562431,5.54908113241952,1.43587448658339e-08,8.33994382834498e-08,"maternal",FALSE
"2199","Hippocampus","Mouse 3","Slide-seq","A2ml1",194,172,0.0523185437873005,0.0270862308464235,0.0986722530540721,-8.46233553433256,1.31037595672073e-17,1.45084968360288e-16,"paternal",FALSE
"2200","Hippocampus","Mouse 3","Slide-seq","A330041J22Rik",225,201,0.273589195891844,0.215332031964931,0.340762856660791,-6.16875728493045,3.44143922876157e-10,2.31197759894295e-09,"paternal",FALSE
"2201","Hippocampus","Mouse 3","Slide-seq","A330102I10Rik",334,280,0.816517311370407,0.765851065826955,0.85824936204271,9.69756499968502,1.54389839718395e-22,2.20336743233835e-21,"maternal",FALSE
"2202","Hippocampus","Mouse 3","Slide-seq","A530017D24Rik",661,557,0.44265923346981,0.401190110928875,0.484943447312011,-2.70820734114946,0.00338238726346965,0.00876688098282895,"low_bias",FALSE
"2203","Hippocampus","Mouse 3","Slide-seq","A530058N18Rik",398,323,0.67257319122615,0.618800428554373,0.722166363017842,6.11628954238594,4.7889616913948e-10,3.17020705306062e-09,"maternal",FALSE
"2204","Hippocampus","Mouse 3","Slide-seq","A730020E08Rik",218,176,0.639376003943658,0.564559844424181,0.707986437094731,3.65952530351677,0.000126341446373135,0.00044358313076031,"maternal",FALSE
"2205","Hippocampus","Mouse 3","Slide-seq","A830018L16Rik",1831,1483,0.582597976002862,0.55725890186706,0.607508259503951,6.44949046083633,5.61134117762267e-11,4.08275171932564e-10,"low_bias",FALSE
"2206","Hippocampus","Mouse 3","Slide-seq","A930005H10Rik",1431,1172,0.208791371764962,0.18612479449221,0.233426622090767,-18.6112538062128,1.30225398786805e-77,5.89559319285374e-76,"paternal",FALSE
"2207","Hippocampus","Mouse 3","Slide-seq","AA465934",567,545,0.0697518537610632,0.0508448544219022,0.0949859561136141,-15.4065744195644,7.39219711104068e-54,2.47897178015928e-52,"paternal",FALSE
"2208","Hippocampus","Mouse 3","Slide-seq","Aamdc",2917,2213,0.411644137751439,0.391079443713648,0.432522098080525,-8.34473345396489,3.56873399861854e-17,3.8672358184498e-16,"low_bias",FALSE
"2209","Hippocampus","Mouse 3","Slide-seq","Aars2",604,516,0.338876261653902,0.298704262037568,0.381511808628838,-7.21830851166627,2.63190955073159e-13,2.2840714514283e-12,"paternal",FALSE
"2210","Hippocampus","Mouse 3","Slide-seq","Aatf",220,200,0.594992902269714,0.524359334240836,0.661900549357199,2.67923531661194,0.00368952580568084,0.00944854594738722,"low_bias",FALSE
"2211","Hippocampus","Mouse 3","Slide-seq","Abat",2942,2535,0.462370868110822,0.442856255075518,0.482001458781406,-3.82860111464023,6.44368413065305e-05,0.000237385090328624,"low_bias",FALSE
"2212","Hippocampus","Mouse 3","Slide-seq","Abca2",1534,1332,0.55307671981145,0.525958738982595,0.579882522932294,3.90377519995976,4.7351875621593e-05,0.000177738569525731,"low_bias",FALSE
"2213","Hippocampus","Mouse 3","Slide-seq","Abca3",377,352,0.400455886313968,0.349685240766386,0.453457919215319,-3.72195258236666,9.88440761515422e-05,0.000354524813626284,"low_bias",FALSE
"2214","Hippocampus","Mouse 3","Slide-seq","Abca5",309,271,0.642060648970839,0.58193112733568,0.698029597236201,4.60795415731339,2.03325143769867e-06,9.23576698205486e-06,"maternal",FALSE
"2215","Hippocampus","Mouse 3","Slide-seq","Abca7",451,395,0.392166871753664,0.344396589661648,0.442095049556103,-4.26382455742663,1.00478626188869e-05,4.15519680527924e-05,"paternal",FALSE
"2216","Hippocampus","Mouse 3","Slide-seq","Abca8b",280,223,0.284382047072192,0.228131114325135,0.348245205041588,-6.2339270613211,2.27442471726515e-10,1.56671910574756e-09,"paternal",FALSE
"2217","Hippocampus","Mouse 3","Slide-seq","Abcb8",872,742,0.43391522222167,0.397953945762169,0.470586078435957,-3.59067279101038,0.0001649127443718,0.0005656035159452,"low_bias",FALSE
"2218","Hippocampus","Mouse 3","Slide-seq","Abce1",768,687,0.581456454394072,0.543588605413809,0.618388106838947,4.27073954482449,9.74129161054472e-06,4.04596255526651e-05,"low_bias",FALSE
"2219","Hippocampus","Mouse 3","Slide-seq","Abhd11os",168,153,0.150322017906363,0.101186950978578,0.217541703193308,-7.66359248227168,9.04014832741379e-15,8.51655129712081e-14,"paternal",FALSE
"2220","Hippocampus","Mouse 3","Slide-seq","Abhd12b",385,306,0.0424622950650502,0.0245369172330907,0.072509586524433,-10.9905872775286,2.12078566286315e-28,3.81507337012623e-27,"paternal",FALSE
"2221","Hippocampus","Mouse 3","Slide-seq","Abhd13",464,390,0.596116988245804,0.546205182320721,0.644115955927805,3.81748978071336,6.74081847874514e-05,0.000247548128811601,"low_bias",FALSE
"2222","Hippocampus","Mouse 3","Slide-seq","Abhd17a",2250,2034,0.532472827535304,0.510493769469683,0.554326577014463,2.95311019777057,0.00157294819477843,0.00440818902676952,"low_bias",FALSE
"2223","Hippocampus","Mouse 3","Slide-seq","Abhd4",858,739,0.561466431118883,0.524796759117278,0.597476813687736,3.34285271309937,0.000414609497844964,0.00130651693655785,"low_bias",FALSE
"2224","Hippocampus","Mouse 3","Slide-seq","Abhd6",222,187,0.38626081007828,0.322181950739807,0.454537890837784,-3.299242566833,0.000484730505071699,0.00150708465693601,"paternal",FALSE
"2225","Hippocampus","Mouse 3","Slide-seq","Abitram",179,158,0.651323354839707,0.57286380758949,0.722355805950815,3.77199381425593,8.09741359568222e-05,0.000294316785866255,"maternal",FALSE
"2226","Hippocampus","Mouse 3","Slide-seq","Abl2",204,175,0.701488585280356,0.62897926388637,0.765119035966386,5.23276952760358,8.34944499274578e-08,4.50295349079321e-07,"maternal",FALSE
"2227","Hippocampus","Mouse 3","Slide-seq","Ablim1",2057,1682,0.571132700179774,0.546993111327994,0.594938515222913,5.84968238577957,2.4625628353237e-09,1.52720125913644e-08,"low_bias",FALSE
"2228","Hippocampus","Mouse 3","Slide-seq","Ablim3",1096,854,0.552687935776402,0.518652425134859,0.586236747924338,3.0905524452873,0.00099892259579405,0.00291555165942898,"low_bias",FALSE
"2229","Hippocampus","Mouse 3","Slide-seq","Abtb1",382,347,0.398522695978132,0.347366978415687,0.451994449061994,-3.75897486106544,8.53054886785626e-05,0.000309094898729038,"paternal",FALSE
"2230","Hippocampus","Mouse 3","Slide-seq","Acaca",720,620,0.436578953167528,0.397290873486295,0.476679448114526,-3.15454914274122,0.000803731518819774,0.00238514499157405,"low_bias",FALSE
"2231","Hippocampus","Mouse 3","Slide-seq","Acad12",250,222,0.781137134557805,0.720864557648276,0.831438491342431,7.86463015184637,1.85094761749243e-15,1.81290530468099e-14,"maternal",FALSE
"2232","Hippocampus","Mouse 3","Slide-seq","Acadl",2118,1676,0.458587716228002,0.435060415747134,0.482301128895943,-3.48785290291292,0.000243457939577894,0.000808121690273018,"low_bias",FALSE
"2233","Hippocampus","Mouse 3","Slide-seq","Acadm",1875,1514,0.462437090731852,0.43721158973903,0.487856372341418,-2.95308469927228,0.0015730781310401,0.00440818902676952,"low_bias",FALSE
"2234","Hippocampus","Mouse 3","Slide-seq","Acat2",1267,1078,0.589569226583172,0.559427657079372,0.619052893704664,5.87269781093593,2.14379810907062e-09,1.34073758947172e-08,"low_bias",FALSE
"2235","Hippocampus","Mouse 3","Slide-seq","Acbd6",1651,1398,0.415782041263759,0.389865902803882,0.442172432849918,-6.31224111020639,1.3751164822303e-10,9.6352744743721e-10,"low_bias",FALSE
"2236","Hippocampus","Mouse 3","Slide-seq","Acer2",147,130,0.687716432599584,0.60173183137347,0.762465353750735,4.19060360360521,1.3910667104116e-05,5.61456296341958e-05,"maternal",FALSE
"2237","Hippocampus","Mouse 3","Slide-seq","Acin1",372,335,0.389179408070981,0.337482261405757,0.443494585304621,-4.02877730210748,2.80338493810623e-05,0.000109044314370538,"paternal",FALSE
"2238","Hippocampus","Mouse 3","Slide-seq","Acot13",2624,2277,0.41327983529342,0.392978037015431,0.43388078886421,-8.30502554821378,4.98989857266226e-17,5.36447011459429e-16,"low_bias",FALSE
"2239","Hippocampus","Mouse 3","Slide-seq","Acot9",412,355,0.995098543680781,0.980185269921183,0.998801281538477,7.5259691652316,2.61653450881467e-14,2.38769761616246e-13,"maternal",TRUE
"2240","Hippocampus","Mouse 3","Slide-seq","Acox1",2486,2068,0.427761330648254,0.406401728358557,0.44939365314621,-6.62322008368389,1.75728567594327e-11,1.32226417112296e-10,"low_bias",FALSE
"2241","Hippocampus","Mouse 3","Slide-seq","Acox3",1080,886,0.552328300210891,0.519019330433766,0.585174194305798,3.13629835229869,0.000855475250075175,0.00252724410374435,"low_bias",FALSE
"2242","Hippocampus","Mouse 3","Slide-seq","Acp1",3972,3219,0.42366784271416,0.406549933024505,0.440970940803619,-8.7285778614584,1.28947437627191e-18,1.53400389667734e-17,"low_bias",FALSE
"2243","Hippocampus","Mouse 3","Slide-seq","Acsbg1",2523,2218,0.44018707951501,0.419401452333909,0.461184579649921,-5.6679981917835,7.22377450217017e-09,4.28743906905934e-08,"low_bias",FALSE
"2244","Hippocampus","Mouse 3","Slide-seq","Acsf2",175,152,0.344649537431189,0.272348968803993,0.424935014515347,-3.77918848030305,7.86701491811282e-05,0.000286453550347191,"paternal",FALSE
"2245","Hippocampus","Mouse 3","Slide-seq","Acsf3",351,292,0.25339723125409,0.205913800753423,0.307588946124806,-8.02925512078297,4.90331206424593e-16,4.98729780001565e-15,"paternal",FALSE
"2246","Hippocampus","Mouse 3","Slide-seq","Acsl3",4271,3500,0.45520170570208,0.438949893105909,0.471549505419807,-5.46540264905163,2.30928605727671e-08,1.31597007557678e-07,"low_bias",FALSE
"2247","Hippocampus","Mouse 3","Slide-seq","Acsl5",333,305,0.367881289341352,0.314643033460124,0.42454750742717,-4.56452859484312,2.50308982848068e-06,1.12445860045695e-05,"paternal",FALSE
"2248","Hippocampus","Mouse 3","Slide-seq","Actn1",405,371,0.419345898058502,0.369367172189381,0.471036055718289,-3.10740150468299,0.000943699338062094,0.00276526641706868,"low_bias",FALSE
"2249","Hippocampus","Mouse 3","Slide-seq","Actr10",3200,2596,0.427133618406602,0.408245565792138,0.446236566704593,-7.55931411886647,2.02600144281128e-14,1.85922136908436e-13,"low_bias",FALSE
"2250","Hippocampus","Mouse 3","Slide-seq","Actr3b",3526,2733,0.46029702728014,0.441957008156234,0.478745193040598,-4.29682970515927,8.66290970951959e-06,3.62764908647868e-05,"low_bias",FALSE
"2251","Hippocampus","Mouse 3","Slide-seq","Acyp2",7257,5417,0.589528480041479,0.576433283137387,0.602498004670266,13.440894233083,1.74101586595768e-41,4.50398041006004e-40,"low_bias",FALSE
"2252","Hippocampus","Mouse 3","Slide-seq","Adam15",254,230,0.38255948572112,0.32075790366564,0.448407736745851,-3.52512498282167,0.000211641516641826,0.000713556772492446,"paternal",FALSE
"2253","Hippocampus","Mouse 3","Slide-seq","Adamts1",161,128,0.274070059370786,0.203225317775148,0.358499462435219,-4.96737543351351,3.39325617040411e-07,1.69746129727582e-06,"paternal",FALSE
"2254","Hippocampus","Mouse 3","Slide-seq","Adat2",279,221,0.151053335745046,0.10942773225562,0.204870513269935,-9.32573222507918,5.5109941343722e-21,7.12842717476175e-20,"paternal",FALSE
"2255","Hippocampus","Mouse 3","Slide-seq","Adcy1",2423,2003,0.431732467552968,0.410184083252432,0.453542396363072,-6.21560052307601,2.55643643852855e-10,1.74475716395052e-09,"low_bias",FALSE
"2256","Hippocampus","Mouse 3","Slide-seq","Adcy8",217,202,0.599018363359383,0.528406437112643,0.665745549331524,2.79093887287386,0.00262776983345182,0.006977418172955,"low_bias",FALSE
"2257","Hippocampus","Mouse 3","Slide-seq","Adgra1",1606,1356,0.443145188131498,0.416665745606464,0.469951714114238,-4.22706281593094,1.18380793971638e-05,4.85459194214823e-05,"low_bias",FALSE
"2258","Hippocampus","Mouse 3","Slide-seq","Adgrb1",2644,2302,0.581784433011127,0.561420482441758,0.601873367999444,7.93765147941506,1.03022665292493e-15,1.022572106539e-14,"low_bias",FALSE
"2259","Hippocampus","Mouse 3","Slide-seq","Adgrl1",1336,1180,0.440589527240059,0.413226925949892,0.468317900153744,-4.26864756449954,9.83308541287289e-06,4.07577889265011e-05,"low_bias",FALSE
"2260","Hippocampus","Mouse 3","Slide-seq","Adh5",2896,2285,0.352313668420836,0.332734943315613,0.372401481865086,-14.0043493325392,7.33081821893776e-45,2.03193325394979e-43,"paternal",FALSE
"2261","Hippocampus","Mouse 3","Slide-seq","Adi1",2028,1710,0.444788142811482,0.421246268402333,0.468580471471308,-4.62427033307421,1.87959669653095e-06,8.5616732700004e-06,"low_bias",FALSE
"2262","Hippocampus","Mouse 3","Slide-seq","Adipor1",816,749,0.682146675855897,0.647272567071197,0.715090489525854,9.75400451288009,8.86659424990904e-23,1.27207529124135e-21,"maternal",FALSE
"2263","Hippocampus","Mouse 3","Slide-seq","Adipor2",454,413,0.416137507466821,0.368839762936849,0.465031674368544,-3.41126795714858,0.000323307560872158,0.00104715155546392,"low_bias",FALSE
"2264","Hippocampus","Mouse 3","Slide-seq","Ado",829,719,0.398356625662328,0.362716487816878,0.435107747660583,-5.45119481661168,2.50162617229435e-08,1.41567719986296e-07,"paternal",FALSE
"2265","Hippocampus","Mouse 3","Slide-seq","Adora2b",377,313,0.627905413527166,0.571940186618352,0.680639323301243,4.48230191659449,3.69210866086689e-06,1.62019350982252e-05,"maternal",FALSE
"2266","Hippocampus","Mouse 3","Slide-seq","Adra2a",220,187,0.301914603305336,0.240088729027735,0.371870343962507,-5.33890584387248,4.67545940204986e-08,2.57608645485492e-07,"paternal",FALSE
"2267","Hippocampus","Mouse 3","Slide-seq","Adsl",1027,852,0.37976025017776,0.347216631559867,0.413422316205984,-6.97170886175957,1.56557009961245e-12,1.27196717265622e-11,"paternal",FALSE
"2268","Hippocampus","Mouse 3","Slide-seq","Adss",1715,1408,0.450443984878397,0.424422749895601,0.476739173969508,-3.76068126800542,8.47256151437732e-05,0.000307403845862247,"low_bias",FALSE
"2269","Hippocampus","Mouse 3","Slide-seq","Adtrp",397,270,0.955571149429688,0.922811244099362,0.974806904658484,10.4501456672619,7.31501745505199e-26,1.18745173787288e-24,"maternal",FALSE
"2270","Hippocampus","Mouse 3","Slide-seq","Aff4",629,560,0.571021902051915,0.528988529077467,0.612055126956483,3.36620069809975,0.000381056185610417,0.00121203234056959,"low_bias",FALSE
"2271","Hippocampus","Mouse 3","Slide-seq","Afg1l",387,333,0.384118076649215,0.332544121559496,0.43843651908959,-4.20404966531605,1.31090684758928e-05,5.3306286931163e-05,"paternal",FALSE
"2272","Hippocampus","Mouse 3","Slide-seq","Agfg2",488,429,0.582573333225326,0.53471602067887,0.628924227935753,3.43198890758677,0.000299586032324039,0.000978095583897675,"low_bias",FALSE
"2273","Hippocampus","Mouse 3","Slide-seq","Agl",983,838,0.442985006543464,0.409138476139622,0.477369358448668,-3.30834540643333,0.000469244913220962,0.00146284498769611,"low_bias",FALSE
"2274","Hippocampus","Mouse 3","Slide-seq","Agmo",224,188,0.387420734674553,0.319546186486984,0.459966870369941,-3.07813803571871,0.00104149203010577,0.00303436487426954,"paternal",FALSE
"2275","Hippocampus","Mouse 3","Slide-seq","Ago2",467,421,0.688507167551855,0.641819429145113,0.731653708371309,7.55813547644485,2.04444027748567e-14,1.87403192589772e-13,"maternal",FALSE
"2276","Hippocampus","Mouse 3","Slide-seq","Agpat5",1744,1458,0.552586828787446,0.52669295711032,0.578198580411839,4.05023825355355,2.55827559998073e-05,9.99874717709494e-05,"low_bias",FALSE
"2277","Hippocampus","Mouse 3","Slide-seq","Agps",372,326,0.585671253285374,0.531829931021651,0.637540638882725,3.16640613044345,0.000771675744717927,0.00230175169974611,"low_bias",FALSE
"2278","Hippocampus","Mouse 3","Slide-seq","Ahcy",232,213,0.934269824532464,0.892379043874666,0.960575258671359,9.84988540321409,3.431108638305e-23,5.01077137877195e-22,"maternal",FALSE
"2279","Hippocampus","Mouse 3","Slide-seq","AI593442",4158,3219,0.536580116359422,0.519633253059218,0.553442901254401,4.31067853142383,8.13771830721401e-06,3.41474080769758e-05,"low_bias",FALSE
"2280","Hippocampus","Mouse 3","Slide-seq","AI854703",176,161,0.322980931222299,0.254026008170933,0.400601801722098,-4.39039422942361,5.65726707180108e-06,2.42764978241743e-05,"paternal",FALSE
"2281","Hippocampus","Mouse 3","Slide-seq","Aifm3",1410,1204,0.546630454642026,0.517994727401676,0.574960890217866,3.25174486657134,0.000573494645634649,0.00176288489901047,"low_bias",FALSE
"2282","Hippocampus","Mouse 3","Slide-seq","Aip",1229,1117,0.349496236848311,0.321585522462108,0.378477927142298,-9.92097135765404,1.68727949771102e-23,2.49306562246971e-22,"paternal",FALSE
"2283","Hippocampus","Mouse 3","Slide-seq","Ajm1",221,210,0.403326764825983,0.337975481673316,0.472299425019716,-2.79026169892632,0.00263327267606406,0.0069852779997252,"low_bias",FALSE
"2284","Hippocampus","Mouse 3","Slide-seq","Ak2",270,247,0.411116984518752,0.350850344538765,0.474174013905263,-2.80792681332743,0.00249307785386281,0.00665446820541371,"low_bias",FALSE
"2285","Hippocampus","Mouse 3","Slide-seq","Ak3",1025,927,0.409061996402549,0.377271942977266,0.44163105588087,-5.51907576466345,1.70393625685599e-08,9.84080549760414e-08,"low_bias",FALSE
"2286","Hippocampus","Mouse 3","Slide-seq","Ak7",265,204,0.635712269982493,0.567298096620957,0.699047910951647,3.89418114303878,4.92655012134318e-05,0.000184411837109901,"maternal",FALSE
"2287","Hippocampus","Mouse 3","Slide-seq","Ak9",224,214,0.917646521508637,0.872077773909469,0.947951481800899,9.8132209905664,4.93823195762854e-23,7.12241632260443e-22,"maternal",FALSE
"2288","Hippocampus","Mouse 3","Slide-seq","Akap5",196564,62287,0.0429344282659236,0.0420009559743315,0.0438876965696592,-270.441485696277,0,0,"paternal",FALSE
"2289","Hippocampus","Mouse 3","Slide-seq","Akip1",216,181,0.67953813241647,0.606528183141546,0.74470308704987,4.71389451469368,1.21513253798904e-06,5.67131446281367e-06,"maternal",FALSE
"2290","Hippocampus","Mouse 3","Slide-seq","Akr1b10",997,802,0.376504867360937,0.342995074785067,0.411239299006514,-6.93035339828689,2.09895299347217e-12,1.69015493515857e-11,"paternal",FALSE
"2291","Hippocampus","Mouse 3","Slide-seq","Akr1b3",292,279,0.596762754051837,0.537031331979164,0.65375635651255,3.21837921159831,0.000644586277425139,0.0019577836655749,"low_bias",FALSE
"2292","Hippocampus","Mouse 3","Slide-seq","Akr1e1",698,586,0.366821337023613,0.328056414442328,0.407389736488999,-6.38039020981025,8.83186615815878e-11,6.291160605143e-10,"paternal",FALSE
"2293","Hippocampus","Mouse 3","Slide-seq","Akr7a5",549,471,0.391748227024774,0.347840613581539,0.437480304706824,-4.66625324357855,1.53370807519094e-06,7.06911035335462e-06,"paternal",FALSE
"2294","Hippocampus","Mouse 3","Slide-seq","Aktip",459,437,0.364946097559863,0.320290944412464,0.412052868346729,-5.58217048549667,1.18767679926238e-08,6.94288252309118e-08,"paternal",FALSE
"2295","Hippocampus","Mouse 3","Slide-seq","Alad",833,730,0.392198837360489,0.356836444000992,0.428729616319885,-5.80072941362616,3.30135360635594e-09,2.02124196380124e-08,"paternal",FALSE
"2296","Hippocampus","Mouse 3","Slide-seq","Aldh1a1",5190,4006,0.299086201148027,0.285076746789508,0.313482238696879,-25.1359722852301,1.00597933517037e-139,8.53929750239936e-138,"paternal",FALSE
"2297","Hippocampus","Mouse 3","Slide-seq","Aldh1l1",1477,1173,0.396300774750314,0.36827433980272,0.425025084349738,-7.09041394560443,6.68557204575093e-13,5.59925247696036e-12,"paternal",FALSE
"2298","Hippocampus","Mouse 3","Slide-seq","Aldh2",2995,2532,0.470706826438328,0.451067111627864,0.490437664738942,-2.9678062337233,0.00149966670977248,0.00422864498890518,"low_bias",FALSE
"2299","Hippocampus","Mouse 3","Slide-seq","Aldh5a1",2514,2059,0.55067898638443,0.528932099769497,0.57223385359275,4.6464659865144,1.68834889115396e-06,7.75555530665929e-06,"low_bias",FALSE
"2300","Hippocampus","Mouse 3","Slide-seq","Aldh7a1",857,750,0.580497953027357,0.544168795577662,0.615975025024667,4.39891329907632,5.43971381342342e-06,2.33798670177149e-05,"low_bias",FALSE
"2301","Hippocampus","Mouse 3","Slide-seq","Aldh9a1",1109,893,0.268483857675904,0.239957178911782,0.299067413673845,-13.3123912308903,9.8051682831879e-41,2.48916873332393e-39,"paternal",FALSE
"2302","Hippocampus","Mouse 3","Slide-seq","Aldoc",30551,19940,0.437739439384395,0.431316514020732,0.444183304379446,-19.1536868960916,4.50854972681382e-82,2.12370934819687e-80,"low_bias",FALSE
"2303","Hippocampus","Mouse 3","Slide-seq","Alg13",193,166,0.968916739255007,0.931525024700766,0.986192828873428,8.29642496275301,5.36456185632139e-17,5.73698353899777e-16,"maternal",TRUE
"2304","Hippocampus","Mouse 3","Slide-seq","Alg5",635,531,0.568397788804105,0.525172029839185,0.610606181215829,3.15470494259841,0.000803302477563609,0.00238474021481452,"low_bias",FALSE
"2305","Hippocampus","Mouse 3","Slide-seq","Alg8",204,176,0.681831170160776,0.607753131670662,0.747726317824865,4.70025836252971,1.29916272858883e-06,6.0461890778243e-06,"maternal",FALSE
"2306","Hippocampus","Mouse 3","Slide-seq","Alox8",193,161,0.819611809917289,0.748203100033757,0.874174910208589,7.12895522110032,5.05668130650756e-13,4.2657242201584e-12,"maternal",FALSE
"2307","Hippocampus","Mouse 3","Slide-seq","Als2",138,134,0.373162472119398,0.294076048914151,0.45966835709928,-2.90576926775492,0.00183175742349262,0.0050548564998447,"paternal",FALSE
"2308","Hippocampus","Mouse 3","Slide-seq","Alyref",297,274,0.690322508032881,0.63268634938606,0.742594272739546,6.21732822102451,2.52845637356673e-10,1.72855629095598e-09,"maternal",FALSE
"2309","Hippocampus","Mouse 3","Slide-seq","Amacr",410,358,0.573900370140244,0.521072042524214,0.62509409385811,2.79025815386743,0.00263330151124749,0.0069852779997252,"low_bias",FALSE
"2310","Hippocampus","Mouse 3","Slide-seq","Amd1",588,537,0.911845788448915,0.884202669440414,0.933387090705415,15.3943165659299,8.93513067073688e-54,2.98411392769815e-52,"maternal",FALSE
"2311","Hippocampus","Mouse 3","Slide-seq","Amer2",619,536,0.558293926261514,0.51551513258808,0.600224676310717,2.72119308727404,0.00325233775963621,0.00845670083065586,"low_bias",FALSE
"2312","Hippocampus","Mouse 3","Slide-seq","Amfr",535,489,0.402808035987922,0.359337045661002,0.447861649168425,-4.26942971796773,9.79866937417849e-06,4.06358049517458e-05,"low_bias",FALSE
"2313","Hippocampus","Mouse 3","Slide-seq","Amot",217,186,0.981566788913606,0.95081926147163,0.993228043193785,7.84661974389976,2.13700327752256e-15,2.08057822085201e-14,"maternal",TRUE
"2314","Hippocampus","Mouse 3","Slide-seq","Amy1",211,188,0.194420399231276,0.143260609249735,0.258340830975474,-7.74830312475173,4.65643084004847e-15,4.47467628721167e-14,"paternal",FALSE
"2315","Hippocampus","Mouse 3","Slide-seq","Anapc11",2147,1656,0.636766185285904,0.614094793110522,0.658845595965193,11.5984701829408,2.09755124594643e-31,4.28394614115726e-30,"maternal",FALSE
"2316","Hippocampus","Mouse 3","Slide-seq","Ank",814,737,0.591304067177802,0.55481529810493,0.626813763181752,4.95076299468602,3.69615425413921e-07,1.83546380359417e-06,"low_bias",FALSE
"2317","Hippocampus","Mouse 3","Slide-seq","Ank1",379,332,0.404062083491092,0.35189274154693,0.458494202462538,-3.49806224777833,0.000234325868227407,0.00078099038862378,"low_bias",FALSE
"2318","Hippocampus","Mouse 3","Slide-seq","Ankfy1",727,653,0.164605815350318,0.137896299002929,0.195316686493713,-15.5795361883046,5.01398519011332e-55,1.69539275162795e-53,"paternal",FALSE
"2319","Hippocampus","Mouse 3","Slide-seq","Ankra2",966,849,0.555181651859944,0.521035135225855,0.58881492618366,3.22512753539305,0.000629582810674345,0.00191687154399139,"low_bias",FALSE
"2320","Hippocampus","Mouse 3","Slide-seq","Ankrd12",6633,5140,0.401016653686498,0.38768935179557,0.414491967291372,-14.3798659320426,3.46142644493471e-47,1.02571505817356e-45,"low_bias",FALSE
"2321","Hippocampus","Mouse 3","Slide-seq","Ankrd16",338,296,0.689236241868326,0.632989083847894,0.740398460369528,6.33466672990532,1.18927417954061e-10,8.38355993864745e-10,"maternal",FALSE
"2322","Hippocampus","Mouse 3","Slide-seq","Ankrd24",636,570,0.60027069003007,0.558701690248019,0.64044397158362,4.76387402435314,9.49555470165504e-07,4.49356999208983e-06,"maternal",FALSE
"2323","Hippocampus","Mouse 3","Slide-seq","Ankrd26",412,336,0.410478476461014,0.35822065259675,0.464838119358878,-3.2743119050567,0.000529598141277935,0.00163287750785997,"low_bias",FALSE
"2324","Hippocampus","Mouse 3","Slide-seq","Ankrd37",410,345,0.388442448654231,0.337474167421964,0.441973258692944,-4.11282824857376,1.95420582756334e-05,7.71925510848942e-05,"paternal",FALSE
"2325","Hippocampus","Mouse 3","Slide-seq","Anln",1422,1078,0.556914944601433,0.527346188802086,0.586085810686123,3.8378146426632,6.20670623099964e-05,0.000229172854899937,"low_bias",FALSE
"2326","Hippocampus","Mouse 3","Slide-seq","Ano10",312,271,0.63468507612213,0.574535638776209,0.690905788014839,4.38408733982043,5.82365201530388e-06,2.49379612573365e-05,"maternal",FALSE
"2327","Hippocampus","Mouse 3","Slide-seq","Ano3",1496,1083,0.569223944251657,0.542425531186657,0.595622920779806,5.13354068092037,1.42170767629853e-07,7.47451345429467e-07,"low_bias",FALSE
"2328","Hippocampus","Mouse 3","Slide-seq","Anp32a",4644,3649,0.460729934650377,0.444665348467874,0.476876516142006,-4.85482904669584,6.02453216550124e-07,2.91358531849671e-06,"low_bias",FALSE
"2329","Hippocampus","Mouse 3","Slide-seq","Anp32b",764,648,0.44538554089132,0.407262753229259,0.484162005534533,-2.81268642228205,0.00245647679662986,0.00657782958673684,"low_bias",FALSE
