cell_type	overdispersion	add_count	gene	seed
Fibroblast	0.5	0	Clstn3	395
Granule	0.5	0	Clstn3	396
Granule	0.5	0	Clstn3	397
Granule	0.5	0	Clstn3	398
Granule	0.5	0	Clstn3	399
Granule	0.5	0	Clstn3	400
MLI2	0.5	0	Clstn3	401
MLI2	0.5	0	Clstn3	402
MLI2	0.5	0	Clstn3	403
MLI2	0.5	0	Clstn3	404
MLI2	0.5	0	Clstn3	405
Purkinje	0.5	0	Clstn3	406
Purkinje	0.5	0	Clstn3	407
Purkinje	0.5	0	Clstn3	408
Purkinje	0.5	0	Clstn3	409
Purkinje	0.5	0	Clstn3	410
Bergmann	0.5	0	Clstn3	411
Bergmann	0.5	0	Clstn3	412
Bergmann	0.5	0	Clstn3	413
Bergmann	0.5	0	Clstn3	414
Bergmann	0.5	0	Clstn3	415
Oligodendrocytes	0.5	0	Clstn3	416
Oligodendrocytes	0.5	0	Clstn3	417
Oligodendrocytes	0.5	0	Clstn3	418
Oligodendrocytes	0.5	0	Clstn3	419
Oligodendrocytes	0.5	0	Clstn3	420
Fibroblast	0.75	0	Clstn3	421
Fibroblast	0.75	0	Clstn3	422
Fibroblast	0.75	0	Clstn3	423
Fibroblast	0.75	0	Clstn3	424
Fibroblast	0.75	0	Clstn3	425
Granule	0.75	0	Clstn3	426
Granule	0.75	0	Clstn3	427
Granule	0.75	0	Clstn3	428
Granule	0.75	0	Clstn3	429
Granule	0.75	0	Clstn3	430
MLI2	0.75	0	Clstn3	431
MLI2	0.75	0	Clstn3	432
MLI2	0.75	0	Clstn3	433
MLI2	0.75	0	Clstn3	434
MLI2	0.75	0	Clstn3	435
Purkinje	0.75	0	Clstn3	436
Purkinje	0.75	0	Clstn3	437
Purkinje	0.75	0	Clstn3	438
Purkinje	0.75	0	Clstn3	439
Purkinje	0.75	0	Clstn3	440
Bergmann	0.75	0	Clstn3	441
Bergmann	0.75	0	Clstn3	442
Bergmann	0.75	0	Clstn3	443
Bergmann	0.75	0	Clstn3	444
Bergmann	0.75	0	Clstn3	445
Oligodendrocytes	0.75	0	Clstn3	446
Oligodendrocytes	0.75	0	Clstn3	447
Oligodendrocytes	0.75	0	Clstn3	448
Oligodendrocytes	0.75	0	Clstn3	449
Oligodendrocytes	0.75	0	Clstn3	450
Fibroblast	0.25	1	Clstn3	451
Fibroblast	0.25	1	Clstn3	452
Fibroblast	0.25	1	Clstn3	453
Fibroblast	0.25	1	Clstn3	454
Fibroblast	0.25	1	Clstn3	455
Granule	0.25	1	Clstn3	456
Granule	0.25	1	Clstn3	457
Granule	0.25	1	Clstn3	458
Granule	0.25	1	Clstn3	459
Granule	0.25	1	Clstn3	460
MLI2	0.25	1	Clstn3	461
MLI2	0.25	1	Clstn3	462
MLI2	0.25	1	Clstn3	463
MLI2	0.25	1	Clstn3	464
MLI2	0.25	1	Clstn3	465
Purkinje	0.25	1	Clstn3	466
Purkinje	0.25	1	Clstn3	467
Purkinje	0.25	1	Clstn3	468
Purkinje	0.25	1	Clstn3	469
Purkinje	0.25	1	Clstn3	470
Bergmann	0.25	1	Clstn3	471
Bergmann	0.25	1	Clstn3	472
Bergmann	0.25	1	Clstn3	473
Bergmann	0.25	1	Clstn3	474
Bergmann	0.25	1	Clstn3	475
Oligodendrocytes	0.25	1	Clstn3	476
Oligodendrocytes	0.25	1	Clstn3	477
Oligodendrocytes	0.25	1	Clstn3	478
Oligodendrocytes	0.25	1	Clstn3	479
Oligodendrocytes	0.25	1	Clstn3	480
Fibroblast	0.5	1	Clstn3	481
Fibroblast	0.5	1	Clstn3	482
Fibroblast	0.5	1	Clstn3	483
Fibroblast	0.5	1	Clstn3	484
Fibroblast	0.5	1	Clstn3	485
Granule	0.5	1	Clstn3	486
Granule	0.5	1	Clstn3	487
Granule	0.5	1	Clstn3	488
Granule	0.5	1	Clstn3	489
Granule	0.5	1	Clstn3	490
MLI2	0.5	1	Clstn3	491
MLI2	0.5	1	Clstn3	492
MLI2	0.5	1	Clstn3	493
MLI2	0.5	1	Clstn3	494
MLI2	0.5	1	Clstn3	495
Purkinje	0.5	1	Clstn3	496
Purkinje	0.5	1	Clstn3	497
Purkinje	0.5	1	Clstn3	498
Purkinje	0.5	1	Clstn3	499
Purkinje	0.5	1	Clstn3	500
Bergmann	0.5	1	Clstn3	501
Bergmann	0.5	1	Clstn3	502
Bergmann	0.5	1	Clstn3	503
Bergmann	0.5	1	Clstn3	504
Bergmann	0.5	1	Clstn3	505
Oligodendrocytes	0.5	1	Clstn3	506
Oligodendrocytes	0.5	1	Clstn3	507
Oligodendrocytes	0.5	1	Clstn3	508
Oligodendrocytes	0.5	1	Clstn3	509
Oligodendrocytes	0.5	1	Clstn3	510
Fibroblast	0.75	1	Clstn3	511
Fibroblast	0.75	1	Clstn3	512
Fibroblast	0.75	1	Clstn3	513
Fibroblast	0.75	1	Clstn3	514
Fibroblast	0.75	1	Clstn3	515
Granule	0.75	1	Clstn3	516
Granule	0.75	1	Clstn3	517
Granule	0.75	1	Clstn3	518
Granule	0.75	1	Clstn3	519
Granule	0.75	1	Clstn3	520
MLI2	0.75	1	Clstn3	521
MLI2	0.75	1	Clstn3	522
MLI2	0.75	1	Clstn3	523
MLI2	0.75	1	Clstn3	524
MLI2	0.75	1	Clstn3	525
Purkinje	0.75	1	Clstn3	526
Purkinje	0.75	1	Clstn3	527
Purkinje	0.75	1	Clstn3	528
Purkinje	0.75	1	Clstn3	529
Purkinje	0.75	1	Clstn3	530
Bergmann	0.75	1	Clstn3	531
Bergmann	0.75	1	Clstn3	532
Bergmann	0.75	1	Clstn3	533
Bergmann	0.75	1	Clstn3	534
Bergmann	0.75	1	Clstn3	535
Oligodendrocytes	0.75	1	Clstn3	536
Oligodendrocytes	0.75	1	Clstn3	537
Oligodendrocytes	0.75	1	Clstn3	538
Oligodendrocytes	0.75	1	Clstn3	539
Oligodendrocytes	0.75	1	Clstn3	540
Fibroblast	0.25	5	Clstn3	541
Fibroblast	0.25	5	Clstn3	542
Fibroblast	0.25	5	Clstn3	543
Fibroblast	0.25	5	Clstn3	544
Fibroblast	0.25	5	Clstn3	545
Granule	0.25	5	Clstn3	546
Granule	0.25	5	Clstn3	547
Granule	0.25	5	Clstn3	548
Granule	0.25	5	Clstn3	549
Granule	0.25	5	Clstn3	550
MLI2	0.25	5	Clstn3	551
MLI2	0.25	5	Clstn3	552
MLI2	0.25	5	Clstn3	553
MLI2	0.25	5	Clstn3	554
MLI2	0.25	5	Clstn3	555
Purkinje	0.25	5	Clstn3	556
Purkinje	0.25	5	Clstn3	557
Purkinje	0.25	5	Clstn3	558
Purkinje	0.25	5	Clstn3	559
Purkinje	0.25	5	Clstn3	560
Bergmann	0.25	5	Clstn3	561
Bergmann	0.25	5	Clstn3	562
Bergmann	0.25	5	Clstn3	563
Bergmann	0.25	5	Clstn3	564
Bergmann	0.25	5	Clstn3	565
Oligodendrocytes	0.25	5	Clstn3	566
Oligodendrocytes	0.25	5	Clstn3	567
Oligodendrocytes	0.25	5	Clstn3	568
Oligodendrocytes	0.25	5	Clstn3	569
Oligodendrocytes	0.25	5	Clstn3	570
Fibroblast	0.5	5	Clstn3	571
Fibroblast	0.5	5	Clstn3	572
Fibroblast	0.5	5	Clstn3	573
Fibroblast	0.5	5	Clstn3	574
Fibroblast	0.5	5	Clstn3	575
Granule	0.5	5	Clstn3	576
Granule	0.5	5	Clstn3	577
Granule	0.5	5	Clstn3	578
Granule	0.5	5	Clstn3	579
Granule	0.5	5	Clstn3	580
MLI2	0.5	5	Clstn3	581
MLI2	0.5	5	Clstn3	582
MLI2	0.5	5	Clstn3	583
MLI2	0.5	5	Clstn3	584
MLI2	0.5	5	Clstn3	585
Purkinje	0.5	5	Clstn3	586
Purkinje	0.5	5	Clstn3	587
Purkinje	0.5	5	Clstn3	588
Purkinje	0.5	5	Clstn3	589
Purkinje	0.5	5	Clstn3	590
Bergmann	0.5	5	Clstn3	591
Bergmann	0.5	5	Clstn3	592
Bergmann	0.5	5	Clstn3	593
Bergmann	0.5	5	Clstn3	594
Bergmann	0.5	5	Clstn3	595
Oligodendrocytes	0.5	5	Clstn3	596
Oligodendrocytes	0.5	5	Clstn3	597
Oligodendrocytes	0.5	5	Clstn3	598
Oligodendrocytes	0.5	5	Clstn3	599
Oligodendrocytes	0.5	5	Clstn3	600
Fibroblast	0.75	5	Clstn3	601
Fibroblast	0.75	5	Clstn3	602
Fibroblast	0.75	5	Clstn3	603
Fibroblast	0.75	5	Clstn3	604
Fibroblast	0.75	5	Clstn3	605
Granule	0.75	5	Clstn3	606
Granule	0.75	5	Clstn3	607
Granule	0.75	5	Clstn3	608
Granule	0.75	5	Clstn3	609
Granule	0.75	5	Clstn3	610
MLI2	0.75	5	Clstn3	611
MLI2	0.75	5	Clstn3	612
MLI2	0.75	5	Clstn3	613
MLI2	0.75	5	Clstn3	614
MLI2	0.75	5	Clstn3	615
Purkinje	0.75	5	Clstn3	616
Purkinje	0.75	5	Clstn3	617
Purkinje	0.75	5	Clstn3	618
Purkinje	0.75	5	Clstn3	619
Purkinje	0.75	5	Clstn3	620
Bergmann	0.75	5	Clstn3	621
Bergmann	0.75	5	Clstn3	622
Bergmann	0.75	5	Clstn3	623
Bergmann	0.75	5	Clstn3	624
Bergmann	0.75	5	Clstn3	625
Oligodendrocytes	0.75	5	Clstn3	626
Oligodendrocytes	0.75	5	Clstn3	627
Oligodendrocytes	0.75	5	Clstn3	628
Oligodendrocytes	0.75	5	Clstn3	629
Oligodendrocytes	0.75	5	Clstn3	630
Fibroblast	0.25	25	Clstn3	631
Fibroblast	0.25	25	Clstn3	632
Fibroblast	0.25	25	Clstn3	633
Fibroblast	0.25	25	Clstn3	634
Fibroblast	0.25	25	Clstn3	635
Granule	0.25	25	Clstn3	636
Granule	0.25	25	Clstn3	637
Granule	0.25	25	Clstn3	638
Granule	0.25	25	Clstn3	639
Granule	0.25	25	Clstn3	640
MLI2	0.25	25	Clstn3	641
MLI2	0.25	25	Clstn3	642
MLI2	0.25	25	Clstn3	643
MLI2	0.25	25	Clstn3	644
MLI2	0.25	25	Clstn3	645
Purkinje	0.25	25	Clstn3	646
Purkinje	0.25	25	Clstn3	647
Purkinje	0.25	25	Clstn3	648
Purkinje	0.25	25	Clstn3	649
Purkinje	0.25	25	Clstn3	650
Bergmann	0.25	25	Clstn3	651
Bergmann	0.25	25	Clstn3	652
Bergmann	0.25	25	Clstn3	653
Bergmann	0.25	25	Clstn3	654
Bergmann	0.25	25	Clstn3	655
Oligodendrocytes	0.25	25	Clstn3	656
Oligodendrocytes	0.25	25	Clstn3	657
Oligodendrocytes	0.25	25	Clstn3	658
Oligodendrocytes	0.25	25	Clstn3	659
Oligodendrocytes	0.25	25	Clstn3	660
Fibroblast	0.5	25	Clstn3	661
Fibroblast	0.5	25	Clstn3	662
Fibroblast	0.5	25	Clstn3	663
Fibroblast	0.5	25	Clstn3	664
Fibroblast	0.5	25	Clstn3	665
Granule	0.5	25	Clstn3	666
Granule	0.5	25	Clstn3	667
Granule	0.5	25	Clstn3	668
Granule	0.5	25	Clstn3	669
Granule	0.5	25	Clstn3	670
MLI2	0.5	25	Clstn3	671
MLI2	0.5	25	Clstn3	672
MLI2	0.5	25	Clstn3	673
MLI2	0.5	25	Clstn3	674
MLI2	0.5	25	Clstn3	675
Purkinje	0.5	25	Clstn3	676
Purkinje	0.5	25	Clstn3	677
Purkinje	0.5	25	Clstn3	678
Purkinje	0.5	25	Clstn3	679
Purkinje	0.5	25	Clstn3	680
Bergmann	0.5	25	Clstn3	681
Bergmann	0.5	25	Clstn3	682
Bergmann	0.5	25	Clstn3	683
Bergmann	0.5	25	Clstn3	684
Bergmann	0.5	25	Clstn3	685
Oligodendrocytes	0.5	25	Clstn3	686
Oligodendrocytes	0.5	25	Clstn3	687
